t 1fps,x,vx,v,ax,a,,t 2fps,x,vx,v,ax,a,,t 3fps,x,vx,v,ax,a,,t 4fps,x,vx,v,ax,a,,t 5fps,x,vx,v,ax,a
0.03337,-0.00630,,,,,,0.03337,-0.00630,,,,,,0.05005,-0.00996,,,,,,0.06673,-0.01358,,,,,,0.08342,-0.01664,,,,
0.05005,-0.00996,-0.21813,0.23837,,,,0.05005,-0.00996,-0.21813,0.23837,,,,0.10010,-0.01887,-0.14465,0.14532,0.06793,0.38764,,0.13347,-0.02806,-0.15647,0.15682,,,,0.16683,-0.03279,-0.17191,0.17211,,
0.06673,-0.01358,-0.20028,0.21112,1.75470,2.77401,,0.06673,-0.01358,-0.20028,0.21112,1.75470,2.77401,,0.15015,-0.03001,,,,,,0.20020,-0.03446,-0.15856,0.15905,0.01786,0.14403,,0.25025,-0.04532,-0.15856,0.15899,0.09718,0.09869
0.08342,-0.01664,-0.15856,0.16203,-1.28625,1.92275,,0.08342,-0.01664,-0.15856,0.16203,-1.28625,1.92275,,0.20020,-0.03446,-0.08902,0.09057,-0.63519,0.64777,,0.26693,-0.04922,-0.18568,0.18610,-0.09826,0.11192,,0.33367,-0.05924,-0.16190,0.16190,-0.13148,0.15393
0.10010,-0.01887,-0.22532,0.22547,-2.42959,2.62750,,0.10010,-0.01887,-0.22532,0.22547,-2.42959,2.62750,,0.25025,-0.04532,,,,,,0.33367,-0.05924,-0.15230,0.15230,0.20544,0.23172,,0.41708,-0.07233,-0.17525,0.17525,0.01715,0.05968
0.11678,-0.02416,-0.27539,0.27552,1.00042,1.01058,,0.11678,-0.02416,-0.27539,0.27552,1.00042,1.01058,,0.30030,-0.05562,-0.10014,0.10014,0.47639,0.47745,,0.40040,-0.06955,-0.16273,0.16273,-0.23224,0.23834,,0.50050,-0.08848,-0.16857,0.16878,0.04002,0.09463
0.13347,-0.02806,-0.17525,0.17525,3.57293,3.57293,,0.13347,-0.02806,-0.17525,0.17525,3.57293,3.57293,,0.35035,-0.06147,,,,,,0.46713,-0.08096,-0.18359,0.18370,0.05359,0.08235,,0.58392,-0.10045,-0.15689,0.15777,-0.02287,0.02287
0.15015,-0.03001,-0.14187,0.14211,0.71459,0.72874,,0.15015,-0.03001,-0.14187,0.14211,0.71459,0.72874,,0.40040,-0.06955,-0.11127,0.11127,-0.12704,0.12704,,0.53387,-0.09405,-0.16273,0.16306,0.10719,0.13398,,0.66733,-0.11466,-0.17859,0.17878,-0.26868,0.27165
0.16683,-0.03279,-0.16690,0.16711,3.14417,3.17327,,0.16683,-0.03279,-0.16690,0.16711,3.14417,3.17327,,0.45045,-0.07790,,,,,,0.60060,-0.10268,-0.15439,0.15507,-0.05359,0.05992,,0.75075,-0.13025,-0.20028,0.20040,-0.05717,0.08930
0.18352,-0.03558,-0.05007,0.05076,1.42917,1.49210,,0.18352,-0.03558,-0.05007,0.05076,1.42917,1.49210,,0.50050,-0.08848,-0.13074,0.13101,0.23820,0.26286,,0.66733,-0.11466,-0.18151,0.18181,-0.29477,0.29813,,0.83417,-0.14807,-0.19361,0.19362,0.06860,0.10114
0.20020,-0.03446,-0.06676,0.06728,-3.43001,3.66325,,0.20020,-0.03446,-0.06676,0.06728,-3.43001,3.66325,,0.55055,-0.09656,,,,,,0.73407,-0.12691,-0.18985,0.18990,-0.06253,0.07201,,0.91758,-0.16255,-0.18026,0.18053,0.08003,0.12154
0.21688,-0.03780,-0.21697,0.22095,-5.14501,5.19440,,0.21688,-0.03780,-0.21697,0.22095,-5.14501,5.19440,,0.60060,-0.10268,-0.09180,0.09184,-0.30171,0.31199,,0.80080,-0.13999,-0.19194,0.19212,-0.05359,0.07579,,1.00100,-0.17814,-0.18526,0.18563,0.02858,0.04042
0.23357,-0.04170,-0.22532,0.23082,-0.42875,0.71459,,0.23357,-0.04170,-0.22532,0.23082,-0.42875,0.71459,,0.65065,-0.11104,,,,,,0.86753,-0.15252,-0.19403,0.19404,0.02680,0.13664,,1.08442,-0.19346,-0.17525,0.17538,-0.16578,0.16618
0.25025,-0.04532,-0.22532,0.22547,-0.42875,1.62951,,0.25025,-0.04532,-0.22532,0.22547,-0.42875,1.62951,,0.70070,-0.12189,-0.12240,0.12240,0.28583,0.31279,,0.93427,-0.16589,-0.19194,0.19235,0.10719,0.11984,,1.16783,-0.20738,-0.20529,0.20540,-0.14292,0.14698
0.26693,-0.04922,-0.24201,0.24201,1.28625,1.31763,,0.26693,-0.04922,-0.24201,0.24201,1.28625,1.31763,,0.75075,-0.13025,,,,,,1.00100,-0.17814,-0.17733,0.17753,0.11612,0.11749,,1.25125,-0.22771,-0.21531,0.21536,-0.00572,0.02915
0.28362,-0.05340,-0.19194,0.19194,2.71542,2.71542,,0.28362,-0.05340,-0.19194,0.19194,2.71542,2.71542,,0.80080,-0.13999,-0.15856,0.15895,0.07940,0.07940,,1.06773,-0.18956,-0.17525,0.17545,-0.19651,0.19973,,1.33467,-0.24330,-0.19194,0.19195,0.14292,0.16108
0.30030,-0.05562,-0.13352,0.13352,2.85834,2.85834,,0.30030,-0.05562,-0.13352,0.13352,2.85834,2.85834,,0.85085,-0.15141,,,,,,1.13447,-0.20153,-0.20237,0.20290,-0.36622,0.38419,,1.41808,-0.25973,-0.19695,0.19701,0.11433,0.11785
0.31698,-0.05785,-0.10849,0.10849,0.42875,0.42875,,0.31698,-0.05785,-0.10849,0.10849,0.42875,0.42875,,0.90090,-0.15837,-0.13352,0.13378,-0.34935,0.35259,,1.20120,-0.21657,-0.22949,0.22953,0.03573,0.06441,,1.50150,-0.27616,-0.17525,0.17525,0.09718,0.10306
0.33367,-0.05924,-0.10849,0.10849,-0.71459,0.71459,,0.33367,-0.05924,-0.10849,0.10849,-0.71459,0.71459,,0.95095,-0.16895,,,,,,1.26793,-0.23216,-0.20028,0.20029,0.32156,0.32268,,1.58492,-0.28896,-0.17191,0.17198,-0.10862,0.10996
0.35035,-0.06147,-0.14187,0.14187,-2.42959,2.42959,,0.35035,-0.06147,-0.14187,0.14187,-2.42959,2.42959,,1.00100,-0.17814,-0.10014,0.10049,0.03176,0.05725,,1.33467,-0.24330,-0.17525,0.17556,0.01786,0.08235,,1.66833,-0.30484,-0.20028,0.20028,-0.02287,0.04122
0.36703,-0.06398,-0.18359,0.18359,-0.28583,0.28583,,0.36703,-0.06398,-0.18359,0.18359,-0.28583,0.28583,,1.05105,-0.18482,,,,,,1.40140,-0.25555,-0.20237,0.20238,-0.02680,0.13664,,1.75175,-0.32238,-0.18026,0.18026,0.22867,0.22895
0.38372,-0.06760,-0.16690,0.16690,0.57167,0.57167,,0.38372,-0.06760,-0.16690,0.16690,0.57167,0.57167,,1.10110,-0.19568,-0.11961,0.11990,0.14292,0.15065,,1.46813,-0.27031,-0.18777,0.18781,0.10719,0.10719,,1.83517,-0.33491,-0.15188,0.15189,-0.09718,0.12234
0.40040,-0.06955,-0.14187,0.14187,0.42875,0.42875,,0.40040,-0.06955,-0.14187,0.14187,0.42875,0.42875,,1.15115,-0.20459,,,,,,1.53487,-0.28061,-0.17316,0.17317,0.13398,0.13664,,1.91858,-0.34772,-0.19528,0.19553,-0.13148,0.13148
0.41708,-0.07233,-0.16690,0.16690,-0.85750,0.85750,,0.41708,-0.07233,-0.16690,0.16690,-0.85750,0.85750,,1.20120,-0.21657,-0.18638,0.18671,-0.04764,0.25850,,1.60160,-0.29342,-0.18151,0.18156,-0.24117,0.24380,,2.00200,-0.36749,-0.19194,0.19200,0.16996,0.17148
0.43377,-0.07512,-0.16690,0.16690,-0.28583,0.28583,,0.43377,-0.07512,-0.16690,0.16690,-0.28583,0.28583,,1.25125,-0.22771,,,,,,1.66833,-0.30484,-0.19611,0.19611,0.08932,0.09620,,2.08542,-0.37974,-0.14793,0.14799,0.20725,0.21768
0.45045,-0.07790,-0.17525,0.17525,-1.28625,1.28625,,0.45045,-0.07790,-0.17525,0.17525,-1.28625,1.28625,,1.30130,-0.23745,-0.11127,0.11213,0.15880,0.23607,,1.73507,-0.31959,-0.18359,0.18359,0.12505,0.12632,,2.16883,-0.39217,-0.16221,0.16391,-0.20420,0.20949
0.46713,-0.08096,-0.20863,0.20863,-1.28625,1.28625,,0.46713,-0.08096,-0.20863,0.20863,-1.28625,1.28625,,1.35135,-0.24636,,,,,,1.80180,-0.32934,-0.16273,0.16274,0.28583,0.29259,,2.25225,-0.40680,-0.18435,0.18474,-0.13129,0.17796
0.48382,-0.08486,-0.22532,0.22532,0.42875,0.71459,,0.48382,-0.08486,-0.22532,0.22532,0.42875,0.71459,,1.40140,-0.25555,-0.15578,0.15580,-0.28583,0.28627,,1.86853,-0.34131,-0.15856,0.15868,-0.37516,0.38781,,2.33567,-0.42292,-0.18584,0.18584,0.05092,0.08969
0.50050,-0.08848,-0.19194,0.19266,1.57209,1.67280,,0.50050,-0.08848,-0.19194,0.19266,1.57209,1.67280,,1.45145,-0.26669,,,,,,1.93527,-0.35050,-0.19611,0.19665,,,,2.41908,-0.43781,-0.17320,0.17321,-0.05856,0.08838
0.51718,-0.09127,-0.16690,0.16877,1.14334,1.15223,,0.51718,-0.09127,-0.16690,0.16877,1.14334,1.15223,,1.50150,-0.27616,-0.10292,0.10326,0.36523,0.38177,,2.00200,-0.36749,,,,,,2.50250,-0.45182,-0.19179,0.19203,-0.05601,0.07744
0.53387,-0.09405,-0.15856,0.15943,0.71459,0.76963,,0.53387,-0.09405,-0.15856,0.15943,0.71459,0.76963,,1.55155,-0.28228,,,,,,2.13547,-0.38733,,,,,,2.58592,-0.46980,-0.19327,0.19369,0.00509,0.00918
0.55055,-0.09656,-0.14187,0.14285,1.28625,1.31763,,0.55055,-0.09656,-0.14187,0.14285,1.28625,1.31763,,1.60160,-0.29342,-0.13909,0.13911,0.00000,0.04764,,2.20220,-0.39825,-0.16633,0.16747,,,,2.66933,-0.48407,-0.17989,0.18011,0.06111,0.09390
0.56723,-0.09878,-0.11683,0.11713,0.57167,0.71459,,0.56723,-0.09878,-0.11683,0.11713,0.57167,0.71459,,1.65165,-0.30177,,,,,,2.26893,-0.40953,-0.18491,0.18551,-0.13924,0.14720,,2.75275,-0.49982,-0.18881,0.18883,-0.02037,0.04328
0.58392,-0.10045,-0.11683,0.11683,-1.71500,1.71500,,0.58392,-0.10045,-0.11683,0.11683,-1.71500,1.71500,,1.70170,-0.31291,-0.14743,0.14743,0.20644,0.20644,,2.33567,-0.42292,-0.19049,0.19050,0.01193,0.14372,,2.83617,-0.51557,-0.18287,0.18287,-0.01528,0.06794
0.60060,-0.10268,-0.17525,0.17545,-0.71459,0.72874,,0.60060,-0.10268,-0.17525,0.17545,-0.71459,0.72874,,1.75175,-0.32238,,,,,,2.40240,-0.43495,-0.17841,0.17845,0.11139,0.11252,,2.91958,-0.53032,-0.18807,0.18814,0.07384,0.07423
0.61728,-0.10630,-0.15856,0.15878,0.14292,0.45194,,0.61728,-0.10630,-0.15856,0.15878,0.14292,0.45194,,1.80180,-0.32934,-0.10571,0.10571,-0.22232,0.22457,,2.46913,-0.44674,-0.17655,0.17661,-0.09548,0.10859,,3.00300,-0.54694,-0.17766,0.17770,0.04838,0.04898
0.63397,-0.10797,-0.14187,0.14285,-0.71459,0.91512,,0.63397,-0.10797,-0.14187,0.14285,-0.71459,0.91512,,1.85185,-0.33825,,,,,,2.53587,-0.45852,-0.18956,0.18983,-0.07161,0.13579,,3.08642,-0.55996,-0.17023,0.17024,-0.02801,0.03190
0.65065,-0.11104,-0.20028,0.20305,-2.00084,2.08090,,0.65065,-0.11104,-0.20028,0.20305,-2.00084,2.08090,,1.90190,-0.34633,-0.09180,0.09247,-0.36523,0.37746,,2.60260,-0.47204,-0.19142,0.19207,-0.03183,0.03207,,3.16983,-0.57534,-0.18881,0.18887,-0.12221,0.12598
0.66733,-0.11466,-0.20863,0.21128,-0.71459,1.34828,,0.66733,-0.11466,-0.20863,0.21128,-0.71459,1.34828,,1.95195,-0.35579,,,,,,2.66933,-0.48407,-0.18770,0.18781,0.07161,0.12910,,3.25325,-0.59146,-0.19030,0.19032,0.10694,0.11272
0.68402,-0.11800,-0.21697,0.21697,2.00084,2.30447,,0.68402,-0.11800,-0.21697,0.21697,2.00084,2.30447,,2.00200,-0.36749,-0.11911,0.11915,,,,2.73607,-0.49709,-0.18677,0.18679,-0.10741,0.12288,,3.33667,-0.60709,-0.17172,0.17172,0.04328,0.05298
0.70070,-0.12189,-0.15856,0.15943,1.00042,1.04045,,0.70070,-0.12189,-0.15856,0.15943,1.00042,1.04045,,2.05205,-0.37667,,,,,,2.80280,-0.50899,-0.19606,0.19607,0.12333,0.12333,,3.42008,-0.62011,-0.17618,0.17620,-0.02801,0.02847
0.71738,-0.12329,-0.15021,0.15021,-0.57167,0.80846,,0.71738,-0.12329,-0.15021,0.15021,-0.57167,0.80846,,2.10210,-0.38138,,,,,,2.86953,-0.52325,-0.18119,0.18120,0.01989,0.05172,,3.50350,-0.63648,-0.18584,0.18584,-0.01528,0.03416
0.73407,-0.12691,-0.20863,0.20863,-0.42875,0.42875,,0.73407,-0.12691,-0.20863,0.20863,-0.42875,0.42875,,2.15215,-0.39006,,,,,,2.93627,-0.53318,-0.17748,0.17754,0.13924,0.13930,,3.58692,-0.65112,-0.17320,0.17322,0.09930,0.10011
0.75075,-0.13025,-0.15856,0.15856,1.00042,1.04045,,0.75075,-0.13025,-0.15856,0.15856,1.00042,1.04045,,2.20220,-0.39825,-0.12265,0.12538,-0.03536,0.15268,,3.00300,-0.54694,-0.17934,0.17940,-0.00398,0.01258,,3.67033,-0.66538,-0.17023,0.17024,-0.08402,0.08940
0.76743,-0.13220,-0.15856,0.15878,-1.85792,1.90675,,0.76743,-0.13220,-0.15856,0.15878,-1.85792,1.90675,,2.25225,-0.40680,,,,,,3.06973,-0.55711,-0.16447,0.16449,0.01193,0.03774,,3.75375,-0.67952,-0.18510,0.18515,-0.00764,0.01708
0.78412,-0.13554,-0.23366,0.23426,-3.14417,3.14417,,0.78412,-0.13554,-0.23366,0.23426,-3.14417,3.14417,,2.30230,-0.41598,-0.13381,0.13395,-0.19803,0.20413,,3.13647,-0.56889,-0.18398,0.18400,-0.30235,0.30674,,3.83717,-0.69626,-0.17915,0.17917,0.09930,0.10137
0.80080,-0.13999,-0.26705,0.26718,-0.28583,0.31957,,0.80080,-0.13999,-0.26705,0.26718,-0.28583,0.31957,,2.35235,-0.42603,,,,,,3.20320,-0.58167,-0.20350,0.20353,-0.00398,0.00398,,3.92058,-0.70940,-0.15982,0.15983,0.14513,0.14831
0.81748,-0.14445,-0.24201,0.24258,1.57209,1.57209,,0.81748,-0.14445,-0.24201,0.24258,1.57209,1.57209,,2.40240,-0.43495,-0.11398,0.11398,0.05658,0.08002,,3.26993,-0.59605,-0.19049,0.19051,0.25859,0.26227,,4.00400,-0.72292,-0.15908,0.15922,-0.07638,0.09943
